id,name,country,status,reactor_type,reactor_model,construction_start,operational_from,operational_to,capacity,last_updated,source,iaeaid
465,Choczewo-1,Poland,Planned,PWR,AP1000,(2026),(2033),,1250.0,,,
466,Choczewo-2,Poland,Planned,PWR,AP1000,,(2035–2036),,1250.0,,,
467,Choczewo-3,Poland,Planned,PWR,AP1000,,(2037–2039),,1250.0,,,
468,Pątnów-1,Poland,Planned,PWR,APR-1400,,,,1340.0,,,
469,Pątnów-2,Poland,Planned,PWR,APR-1400,,,,1340.0,,,
470,Włocławek-1,Poland,Planned,BWR,BWRX-300,,(2030),,300.0,,,
471,Ostrołęka-1,Poland,Planned,BWR,BWRX-300,,(2030),,300.0,,,
472,Warsaw-1,Poland,Planned,BWR,BWRX-300,,(2030),,300.0,,,
473,Tarnobrzeg/Stalowa Wola-1,Poland,Planned,BWR,BWRX-300,,(2030),,300.0,,,
474,Dąbrowa Górnicza-1,Poland,Planned,BWR,BWRX-300,,(2030),,300.0,,,
475,Stawy Monowskie-1,Poland,Planned,BWR,BWRX-300,,(2030),,300.0,,,
476,Kraków-1,Poland,Planned,BWR,BWRX-300,,(2030),,300.0,,,
477,Cernavodă-1,Romania,Operational,PHWR,CANDU-6,31 Mar 1983,2 Dec 1996,,650.0,,,
478,Cernavodă-2,Romania,Operational,PHWR,CANDU-6,1 Jul 1983,1 Nov 2007,,650.0,,,
479,Cernavodă-3,Romania,Unfinished; restart planned,PHWR,CANDU-6,,,,650.0,,,
480,Cernavodă-4,Romania,Unfinished; restart planned,PHWR,CANDU-6,,,,650.0,,,
481,Cernavodă-5,Romania,Unfinished,PHWR,CANDU-6,,,,650.0,,,
482,Akademik Lomonosov-1,Russia,Operational,PWR,KLT-40S,15 Apr 2007,19 Dec 2019,,32.0,,,
483,Akademik Lomonosov-2,Russia,Operational,PWR,KLT-40S,15 Apr 2007,19 Dec 2019,,32.0,,,
484,Balakovo-1,Russia,Operational,PWR,VVER-1000/V-320,1 Dec 1980,23 May 1986,,950.0,,,
485,Balakovo-2,Russia,Operational,PWR,VVER-1000/V-320,1 Aug 1981,18 Jan 1988,,950.0,,,
486,Balakovo-3,Russia,Operational,PWR,VVER-1000/V-320,1 Nov 1982,8 Apr 1989,,950.0,,,
487,Balakovo-4,Russia,Operational,PWR,VVER-1000/V-320,1 Apr 1984,22 Dec 1993,,950.0,,,
488,Beloyarsk-1,Russia,Shut down,LWGR,AMB-100,1 Jun 1958,26 Apr 1964,1 Jan 1983,102.0,,,
489,Beloyarsk-2,Russia,Shut down,LWGR,AMB-200,1 Jan 1962,1 Dec 1969,1 Jan 1990,146.0,,,
490,Beloyarsk-3,Russia,Operational,SFR,BN-600,1 Jan 1969,1 Nov 1981,,560.0,,,
491,Beloyarsk-4,Russia,Operational,SFR,BN-800,18 Jul 2006,10 Dec 2015,,789.0,,,
492,Beloyarsk-5,Russia,Planned,SFR,BN-1200,,,,1100.0,,,
493,Bilibino-1,Russia,Shut down,LWGR,EGP-6,1 Jan 1970,1 Apr 1974,14 Jan 2019,11.0,,,
494,Bilibino-2,Russia,Operational,LWGR,EGP-6,1 Jan 1970,1 Feb 1975,,11.0,,,
495,Bilibino-3,Russia,Operational,LWGR,EGP-6,1 Jan 1970,1 Feb 1976,,11.0,,,
496,Bilibino-4,Russia,Operational,LWGR,EGP-6,1 Jan 1970,1 Jan 1977,,11.0,,,
497,Kalinin-1,Russia,Operational,PWR,VVER-1000/V-338,1 Feb 1977,12 Jun 1985,,950.0,,,
498,Kalinin-2,Russia,Operational,PWR,VVER-1000/V-338,1 Feb 1982,3 Mar 1987,,950.0,,,
499,Kalinin-3,Russia,Operational,PWR,VVER-1000/V-320,1 Oct 1985,8 Nov 2005,,950.0,,,
500,Kalinin-4,Russia,Operational,PWR,VVER-1000/V-320,1 Aug 1986,25 Dec 2012,,950.0,,,
501,Kaliningrad-1,Russia,"Under construction
(suspended)",PWR,VVER-1200/V-491,22 Feb 2012,,,1109.0,,,
502,Kaliningrad-2,Russia,Planned,PWR,VVER-1200/V-491,,,,1109.0,,,
503,Kola-1,Russia,Operational,PWR,VVER-440/V-230,1 May 1970,28 Dec 1973,,441.0,,,
504,Kola-2,Russia,Operational,PWR,VVER-440/V-230,1 May 1970,21 Feb 1975,,441.0,,,
505,Kola-3,Russia,Operational,PWR,VVER-440/V-213,1 Apr 1977,3 Dec 1982,,441.0,,,
506,Kola-4,Russia,Operational,PWR,VVER-440/V-213,1 Aug 1976,6 Dec 1984,,441.0,,,
507,Kola II-1,Russia,Planned,PWR,VVER-S-600,(2028),(2034),,600.0,,,
508,Kola II-2,Russia,Planned,PWR,VVER-S-600,(2028),(2034),,600.0,,,
509,Kostroma-1,Russia,Unfinished; restart planned,PWR,VVER-1200,1979,,,1300.0,,,
510,Kostroma-2,Russia,Unfinished; restart planned,PWR,VVER-1200,1979,,,1300.0,,,
511,Kostroma-3,Russia,Unfinished; restart planned,PWR,VVER-1200,1979,,,1300.0,,,
512,Kostroma-4,Russia,Unfinished; restart planned,PWR,VVER-1200,1979,,,1300.0,,,
513,Kursk-1,Russia,Shut down,LWGR,RBMK-1000,1 Jun 1972,12 Oct 1977,19 Dec 2021,925.0,,,
514,Kursk-2,Russia,Operational,LWGR,RBMK-1000,1 Jan 1973,17 Aug 1979,,925.0,,,
515,Kursk-3,Russia,Operational,LWGR,RBMK-1000,1 Apr 1978,30 Mar 1984,,925.0,,,
516,Kursk-4,Russia,Operational,LWGR,RBMK-1000,1 May 1981,5 Feb 1986,,925.0,,,
517,Kursk II-1,Russia,Under construction,PWR,VVER-TOI/V-510,29 Apr 2018,,,1115.0,,,
518,Kursk II-2,Russia,Under construction,PWR,VVER-TOI/V-510,15 Apr 2019,,,1115.0,,,
519,Kursk II-3,Russia,Planned,PWR,VVER-TOI,,,,1115.0,,,
520,Kursk II-4,Russia,Planned,PWR,VVER-TOI,,,,1115.0,,,
521,Leningrad-1,Russia,Shut down,LWGR,RBMK-1000,1 Mar 1970,1 Nov 1974,21 Dec 2018,925.0,,,
522,Leningrad-2,Russia,Shut down,LWGR,RBMK-1000,1 Jun 1970,11 Feb 1976,10 Nov 2020,925.0,,,
523,Leningrad-3,Russia,Operational,LWGR,RBMK-1000,1 Dec 1973,29 Jun 1980,,925.0,,,
524,Leningrad-4,Russia,Operational,LWGR,RBMK-1000,1 Feb 1975,29 Aug 1981,,925.0,,,
525,Leningrad II-1,Russia,Operational,PWR,VVER-1200/V-491,25 Oct 2008,29 Oct 2018,,1085.0,,,
526,Leningrad II-2,Russia,Operational,PWR,VVER-1200/V-491,15 Apr 2010,22 Mar 2021,,1085.0,,,
527,Leningrad II-3,Russia,Planned,PWR,VVER-1200,(2024),(2030),,1085.0,,,
528,Leningrad II-4,Russia,Planned,PWR,VVER-1200,(2025),(2032),,1085.0,,,
529,MPEB No. 1-1,Russia,Under construction,PWR,RITM-200S,30 Aug 2022,(2027),,53.0,,,
530,MPEB No. 1-2,Russia,Under construction,PWR,RITM-200S,30 Aug 2022,(2027),,53.0,,,
531,MPEB No. 2-1,Russia,Planned,PWR,RITM-200S,(2022),(2027),,53.0,,,
532,MPEB No. 2-2,Russia,Planned,PWR,RITM-200S,(2022),(2027),,53.0,,,
533,MPEB No. 3-1,Russia,Planned,PWR,RITM-200S,(2022),(2028),,53.0,,,
534,MPEB No. 3-2,Russia,Planned,PWR,RITM-200S,(2022),(2028),,53.0,,,
535,MPEB No. 4-1,Russia,Planned,PWR,RITM-200S,(2022),(2031),,53.0,,,
536,MPEB No. 4-2,Russia,Planned,PWR,RITM-200S,(2022),(2031),,53.0,,,
537,Nizhny Novgorod-1,Russia,Planned,PWR,VVER-1200,,,,1300.0,,,
538,Nizhny Novgorod-2,Russia,Planned,PWR,VVER-1200,,,,1300.0,,,
539,Nizhny Novgorod-3,Russia,Planned,PWR,VVER-1200,,,,1300.0,,,
540,Nizhny Novgorod-4,Russia,Planned,PWR,VVER-1200,,,,1300.0,,,
541,Novovoronezh-1,Russia,Shut down,PWR,VVER/V-210,1 Jul 1957,31 Dec 1964,16 Feb 1988,197.0,,,
542,Novovoronezh-2,Russia,Shut down,PWR,VVER/V-365,1 Jun 1964,14 Apr 1970,29 Aug 1990,336.0,,,
543,Novovoronezh-3,Russia,Shut down,PWR,VVER-440/V-179,1 Jul 1967,29 Jun 1972,25 Dec 2016,385.0,,,
544,Novovoronezh-4,Russia,Operational,PWR,VVER 440/V-179,1 Jul 1967,24 Mar 1973,,385.0,,,
545,Novovoronezh-5,Russia,Operational,PWR,VVER-1000/V-187,1 Mar 1974,20 Feb 1981,,950.0,,,
546,Novovoronezh II-1,Russia,Operational,PWR,VVER-1200/V-392M,24 Jun 2008,27 Feb 2017,,1114.0,,,
547,Novovoronezh II-2,Russia,Operational,PWR,VVER-1200/V-392M,12 Jul 2009,6 Nov 2019,,1114.0,,,
548,Novovoronezh II-3,Russia,Planned,PWR,VVER-1200,,,,1175.0,,,
549,Novovoronezh II-4,Russia,Planned,PWR,VVER-1200,,,,1175.0,,,
550,Obninsk-1,Russia,Shut down,LWGR,AM-1,1 Jan 1951,1 Dec 1954,29 Apr 2002,5.0,,,
551,Rostov-1,Russia,Operational,PWR,VVER-1000/V-320,1 Sep 1981,25 Dec 2001,,950.0,,,
552,Rostov-2,Russia,Operational,PWR,VVER-1000/V-320,1 May 1983,10 Dec 2010,,950.0,,,
553,Rostov-3,Russia,Operational,PWR,VVER-1000/V-320,15 Sep 2009,27 Dec 2014,,950.0,,,
554,Rostov-4,Russia,Operational,PWR,VVER-1000/V-320,16 Jun 2010,28 Sep 2018,,1011.0,,,
555,Sakha-1,Russia,Planned,PWR,RITM-200N,(2024),(2028),,55.0,,,
556,Seversk-1,Russia,Under construction,FBR,BREST-300,8 Jun 2021,(2026),,280.0,,,
557,South Urals-1,Russia,Unfinished; restart planned,FBR,BN-1200,1982,,,1100.0,,,
558,South Urals-2,Russia,Unfinished; restart planned,FBR,BN-1200,1982,,,1100.0,,,
559,South Urals-3,Russia,Unfinished; restart planned,FBR,BN-1200,1982,,,1100.0,,,
560,Smolensk-1,Russia,Operational,LWGR,RBMK-1000,1 Oct 1975,30 Sep 1983,,925.0,,,
561,Smolensk-2,Russia,Operational,LWGR,RBMK-1000,1 Jun 1976,2 Jul 1985,,925.0,,,
562,Smolensk-3,Russia,Operational,LWGR,RBMK-1000,1 May 1984,12 Oct 1990,,925.0,,,
563,Smolensk II-1,Russia,Planned,PWR,VVER-TOI,,,,1300.0,,,
564,Smolensk II-2,Russia,Planned,PWR,VVER-TOI,,,,1300.0,,,
565,Tatar-2,Russia,Unfinished; restart planned,PWR,VVER-1200,1980,,,1300.0,,,
566,Bohunice-A-1,Slovakia,Decommissioned,HWGCR,KS 150,1 Aug 1958,25 Dec 1972,22 Feb 1977,93.0,,,
567,Bohunice-1,Slovakia,Shut down,PWR,VVER-440/V-230,24 Apr 1972,1 Apr 1980,31 Dec 2006,408.0,,,
568,Bohunice-2,Slovakia,Shut down,PWR,VVER-440/V-230,24 Apr 1972,1 Jan 1981,31 Dec 2008,408.0,,,
569,Bohunice-3,Slovakia,Operational,PWR,VVER-440/V-213,1 Dec 1976,14 Feb 1985,(2045),472.0,,,
570,Bohunice-4,Slovakia,Operational,PWR,VVER-440/V-213,1 Dec 1976,18 Dec 1985,(2045),471.0,,,
571,Mochovce-1,Slovakia,Operational,PWR,VVER-440 V-213,13 Oct 1983,29 Oct 1998,(2058),436.0,,,
572,Mochovce-2,Slovakia,Operational,PWR,VVER-440/V-213,13 Oct 1983,11 Apr 2000,(2060),436.0,,,
573,Mochovce-3,Slovakia,Operational,PWR,VVER-440/V-213,27 Jan 1987,17 Oct 2023,,440.0,,,
574,Mochovce-4,Slovakia,Under construction,PWR,VVER-440/V-213,27 Jan 1987,,,440.0,,,
575,Krško-1,Slovenia,Operational,PWR,WH 2 loops,30 Mar 1975,1 Jan 1983,(2043),688.0,,,
576,Krško-2,Slovenia,Planned,PWR,TBD,,(2030),,1100.0,,,
577,Koeberg-1,South Africa,Operational,PWR,CP1 (France),1 Jul 1976,21 Jul 1984,,930.0,,,
578,Koeberg-2,South Africa,Operational,PWR,CP1 (France),1 Jul 1976,9 Nov 1985,,930.0,,,
579,Hanbit-1,South Korea,Operational,PWR,WH F,4 Jun 1981,25 Aug 1986,,960.0,,,
580,Hanbit-2,South Korea,Operational,PWR,WH F,10 Dec 1981,10 Jun 1987,,958.0,,,
581,Hanbit-3,South Korea,Operational,PWR,OPR-1000,23 Dec 1989,31 Mar 1995,,997.0,,,
582,Hanbit-4,South Korea,Operational,PWR,OPR-1000,26 May 1990,1 Jan 1996,,997.0,,,
583,Hanbit-5,South Korea,Operational,PWR,OPR-1000,29 Jun 1997,21 May 2002,,997.0,,,
584,Hanbit-6,South Korea,Operational,PWR,OPR-1000,20 Nov 1997,24 Dec 2002,,995.0,,,
585,Hanul-1,South Korea,Operational,PWR,CP1 (France),26 Jan 1983,10 Sep 1988,,960.0,,,
586,Hanul-2,South Korea,Operational,PWR,CP1 (France),5 Jul 1983,30 Sep 1989,,962.0,,,
587,Hanul-3,South Korea,Operational,PWR,OPR-1000,21 Jul 1993,11 Aug 1998,,994.0,,,
588,Hanul-4,South Korea,Operational,PWR,OPR-1000,1 Nov 1993,31 Dec 1999,,998.0,,,
589,Hanul-5,South Korea,Operational,PWR,OPR-1000,1 Oct 1999,29 Jul 2004,,996.0,,,
590,Hanul-6,South Korea,Operational,PWR,OPR-1000,29 Sep 2000,22 Apr 2005,,996.0,,,
591,Shin-Hanul-1,South Korea,Operational,PWR,APR-1400,10 Jul 2012,7 Dec 2022,,1414.0,,,
592,Shin-Hanul-2,South Korea,Under construction,PWR,APR-1400,19 Jul 2012,,,1400.0,,,
593,Shin-Hanul-3,South Korea,Planned,PWR,APR-1400,,,,1340.0,,,
594,Shin-Hanul-4,South Korea,Planned,PWR,APR-1400,,,,1340.0,,,
595,Kori-1,South Korea,Shut down,PWR,WH 60,27 Apr 1972,29 Apr 1978,18 Jun 2017,576.0,,,
596,Kori-2,South Korea,Operational,PWR,WH F,4 Dec 1977,25 Jul 1983,,640.0,,,
597,Kori-3,South Korea,Operational,PWR,WH F,1 Oct 1979,30 Sep 1985,,1011.0,,,
598,Kori-4,South Korea,Operational,PWR,WH F,1 Apr 1980,29 Apr 1986,,1012.0,,,
599,Shin-Kori-1,South Korea,Operational,PWR,OPR-1000,16 Jun 2006,28 Feb 2011,,996.0,,,
600,Shin-Kori-2,South Korea,Operational,PWR,OPR-1000,5 Jun 2007,20 Jul 2012,,996.0,,,
601,Saeul-1,South Korea,Operational,PWR,APR-1400,16 Oct 2008,15 Jan 2016,,1416.0,,,
602,Saeul-2,South Korea,Operational,PWR,APR-1400,19 Aug 2009,29 Aug 2019,,1418.0,,,
603,Saeul-3,South Korea,Under construction,PWR,APR-1400,1 Apr 2017,,,1400.0,,,
604,Saeul-4,South Korea,Under construction,PWR,APR-1400,20 Sep 2018,,,1400.0,,,
605,Wolsong-1,South Korea,Shut down,PHWR,CANDU-6,30 Oct 1977,22 Apr 1983,24 Dec 2019,657.0,,,
606,Wolsong-2,South Korea,Operational,PHWR,CANDU-6,22 Jun 1992,1 Jul 1997,,655.0,,,
607,Wolsong-3,South Korea,Operational,PHWR,CANDU-6,17 Mar 1994,1 Jul 1998,,684.0,,,
608,Wolsong-4,South Korea,Operational,PHWR,CANDU-6,22 Jul 1994,1 Oct 1999,,688.0,,,
609,Shin-Wolsong-1,South Korea,Operational,PWR,OPR-1000,20 Nov 2007,31 Jul 2012,,991.0,,,
610,Shin-Wolsong-2,South Korea,Operational,PWR,OPR-1000,23 Sep 2008,26 Feb 2015,,960.0,,,
611,Almaraz-1,Spain,Operational,PWR,WH 3 loops,3 Jul 1973,1 Sep 1983,,1011.0,,,
612,Almaraz-2,Spain,Operational,PWR,WH 3 loops,3 Jul 1973,1 Jul 1984,,1006.0,,,
613,Ascó-1,Spain,Operational,PWR,WH 3 loops,16 May 1974,10 Dec 1984,,995.0,,,
614,Ascó-2,Spain,Operational,PWR,WH-3 loops,7 Mar 1975,31 Mar 1986,,997.0,,,
615,Cofrentes-1,Spain,Operational,BWR,BWR-6,9 Sep 1975,11 Mar 1985,,1064.0,,,
616,José Cabrera-1,Spain,Shut down/in decommissioning,PWR,WH 1 loop,24 Jun 1964,13 Aug 1969,30 Apr 2006,141.0,,,
617,Lemoniz-1,Spain,Unfinished,PWR,,1972,,1984,0,,,
618,Lemoniz-2,Spain,Unfinished,PWR,,1972,,1984,0,,,
619,Santa María de Garoña-1,Spain,Shut down/in decommissioning,BWR,BWR-3,11 May 1971,15 Feb 1975,6 Jul 2013,446.0,,,
620,Trillo-1,Spain,Operational,PWR,KWU 3 loops,17 Aug 1979,6 Aug 1988,,1003.0,,,
621,Valdecaballeros-1,Spain,Unfinished,BWR,,1975,,1984,0,,,
622,Valdecaballeros-2,Spain,Unfinished,BWR,,1975,,1984,0,,,
623,Vandellòs-1,Spain,Shut down/in decommissioning,GCR,,1967,2 Aug 1972,31 Jul 1990,480.0,,,
624,Vandellòs-2,Spain,Operational,PWR,WH 3 loops,29 Dec 1980,8 Mar 1988,,1045.0,,,
625,Barsebäck-2,Sweden,Shut down/in decommissioning,BWR,ASEA-II,1 Jan 1973,1 Jul 1977,31 May 2005,600.0,,,
626,Forsmark-2,Sweden,Operational,BWR,"ASEA-III, BWR-2500",1 Jan 1975,7 Jul 1981,,1116.0,,,
627,Forsmark-3,Sweden,Operational,BWR,"ASEA-IV, BWR-3000",1 Jan 1979,18 Aug 1985,,1167.0,,,
628,Oskarshamn-2,Sweden,Shut down/in decommissioning,BWR,ASEA-II,1 Sep 1969,1 Jan 1975,22 Dec 2016,638.0,,,
629,Oskarshamn-3,Sweden,Operational,BWR,"ASEA-IV, BWR-3000",1 May 1980,15 Aug 1985,,1450.0,,,
630,Ringhals-2,Sweden,Shut down/in decommissioning,PWR,WH 3-loops,1 Oct 1970,1 May 1975,30 Dec 2019,904.0,,,
631,Ringhals-3,Sweden,Operational,PWR,WH 3-loops,1 Sep 1972,9 Sep 1981,,1062.0,,,
632,Ringhals-4,Sweden,Operational,PWR,WH 3-loops,1 Nov 1973,21 Nov 1983,,1104.0,,,
633,Beznau-1,Switzerland,Operational,PWR,WH 2-loops,1 Sep 1965,1 Sep 1969,(2029),365.0,,,
634,Beznau-2,Switzerland,Operational,PWR,WH 2-loops,1 Jan 1968,1 Dec 1971,(2031),365.0,,,
635,Gösgen-1,Switzerland,Operational,PWR,KWU 3-loops,1 Dec 1973,1 Nov 1979,,1010.0,,,
636,Leibstadt-1,Switzerland,Operational,BWR,BWR-6,1 Jan 1974,15 Dec 1984,,1220.0,,,
637,Lucens-1,Switzerland,Decommissioned,HWGCR,HWGCR,1 Apr 1962,29 Dec 1966,21 Jan 1969,6.0,,,
638,Mühleberg-1,Switzerland,Shut down/in decommissioning,BWR,BWR-4,1 Mar 1967,6 Nov 1972,20 Dec 2019,373.0,,,
639,Jinshan-1,Taiwan,Shut down/in decommissioning,BWR,BWR-4,2 Jun 1972,10 Dec 1978,3 Oct 2018,636.0,,,
640,Jinshan-2,Taiwan,Shut down/in decommissioning,BWR,BWR-4,7 Dec 1973,15 Jul 1979,3 Oct 2018,636.0,,,
641,Kuosheng-1,Taiwan,Shut down,BWR,BWR-6,19 Nov 1975,28 Dec 1981,1 Jul 2021,985.0,,,
642,Kuosheng-2,Taiwan,Shut down,BWR,BWR-6,15 Mar 1976,16 Mar 1983,15 Mar 2023,985.0,,,
643,Lungmen-1,Taiwan,Unfinished,BWR,ABWR,31 Mar 1999,,2014,1350.0,,,
644,Lungmen-2,Taiwan,Unfinished,BWR,ABWR,30 Aug 1999,,2014,1350.0,,,
645,Maanshan-1,Taiwan,Operational,PWR,WH 312 3-loop,21 Aug 1978,27 Jul 1984,,951.0,,,
646,Maanshan-2,Taiwan,Operational,PWR,WH 312 3-loop,21 Feb 1979,18 May 1985,,951.0,,,
647,Akkuyu-1,Turkey,Under construction,PWR,VVER-1200/V-509,3 Apr 2018,(2025),,1114.0,,,
648,Akkuyu-2,Turkey,Under construction,PWR,VVER-1200/V-509,8 Apr 2020,(2026),,1114.0,,,
649,Akkuyu-3,Turkey,Under construction,PWR,VVER-1200/V-509,10 Mar 2021,(2027),,1114.0,,,
650,Akkuyu-4,Turkey,Under construction,PWR,VVER-1200/V-509,21 Jul 2022,(2028),,1114.0,,,
651,Sinop-1,Turkey,Cancelled,PWR,Atmea-1,,,,1100.0,,,
652,Sinop-2,Turkey,Cancelled,PWR,Atmea-1,,,,1100.0,,,
653,Sinop-3,Turkey,Cancelled,PWR,Atmea-1,,,,1100.0,,,
654,Sinop-4,Turkey,Cancelled,PWR,Atmea-1,,,,1100.0,,,
655,Chernobyl-1,Ukraine,Shut down/in decommissioning,LWGR,RBMK-1000,1 Mar 1970,27 May 1978,30 Nov 1996,740.0,,,
656,Chernobyl-2,Ukraine,Shut down/in decommissioning,LWGR,RBMK-1000,1 Feb 1973,28 May 1979,11 Oct 1991,925.0,,,
657,Chernobyl-3,Ukraine,Shut down/in decommissioning,LWGR,RBMK-1000,1 Mar 1976,8 Jun 1982,15 Dec 2000,925.0,,,
658,Chernobyl-4,Ukraine,Destroyed,LWGR,RBMK-1000,1 Apr 1979,26 Mar 1984,26 Apr 1986,925.0,,,
659,Chernobyl-5,Ukraine,Unfinished,LWGR,RBMK-1000,,,,925.0,,,
660,Chernobyl-6,Ukraine,Unfinished,LWGR,RBMK-1000,,,,925.0,,,
661,Chyhyryn-1,Ukraine,Planned,PWR,AP1000,,,,1100.0,,,
662,Chyhyryn-2,Ukraine,Planned,PWR,AP1000,,,,1100.0,,,
663,Crimean-1,Ukraine,Unfinished,PWR,VVER-1000,26 Jan 1984,,1987,950.0,,,
664,Crimean-2,Ukraine,Unfinished,PWR,VVER-1000,26 Jan 1984,,1987,950.0,,,
665,Kharkiv-1,Ukraine,Unfinished,PWR,VVER-1000,1988,,1990,900.0,,,
666,Kharkiv-2,Ukraine,Unfinished,PWR,VVER-1000,1988,,1990,900.0,,,
667,Khmelnytskyi-1,Ukraine,Operational,PWR,VVER-1000/V-320,1 Nov 1981,13 Aug 1988,,950.0,,,
668,Khmelnytskyi-2,Ukraine,Operational,PWR,VVER-1000/V-320,1 Feb 1985,15 Dec 2005,,950.0,,,
669,Khmelnytskyi-3,Ukraine,Under construction,PWR,VVER-1000,1 Mar 1986,(2026),,950.0,,,
670,Khmelnytskyi-4,Ukraine,Under construction,PWR,VVER-1000,,,,950.0,,,
671,Khmelnytskyi-5,Ukraine,Planned,PWR,AP1000,,,,1100.0,,,
672,Khmelnytskyi-6,Ukraine,Planned,PWR,AP1000,,,,1100.0,,,
673,Odesa-1,Ukraine,Unfinished,PWR,VVER-1000,,,1989,900.0,,,
674,Odesa-2,Ukraine,Unfinished,PWR,VVER-1000,,,1989,900.0,,,
675,Rivne-1,Ukraine,Operational,PWR,VVER-440/V-213,1 Aug 1973,22 Sep 1981,,381.0,,,
676,Rivne-2,Ukraine,Operational,PWR,VVER-440/V-213,1 Oct 1973,29 Jul 1982,,376.0,,,
677,Rivne-3,Ukraine,Operational,PWR,VVER-1000/V-320,1 Feb 1980,16 May 1987,,950.0,,,
678,Rivne-4,Ukraine,Operational,PWR,VVER-1000/V-320,1 Aug 1986,6 Apr 2006,,950.0,,,
679,Rivne-5,Ukraine,Planned,PWR,AP1000,,,,1100.0,,,
680,South Ukraine-1,Ukraine,Operational,PWR,VVER-1000/V-302,1 Aug 1976,2 Dec 1983,,950.0,,,
681,South Ukraine-2,Ukraine,Operational,PWR,VVER-1000/V-338,1 Jul 1981,6 Apr 1985,,950.0,,,
682,South Ukraine-3,Ukraine,Operational,PWR,VVER-1000/V-320,1 Nov 1984,29 Dec 1989,,950.0,,,
683,South Ukraine-4,Ukraine,Planned,PWR,AP1000,,,,1100.0,,,
684,Zaporizhzhia-1,Ukraine,Operational,PWR,VVER-1000/V-320,1 Apr 1980,25 Dec 1985,,950.0,,,
685,Zaporizhzhia-2,Ukraine,Operational,PWR,VVER-1000/V-320,1 Jan 1981,15 Feb 1986,,950.0,,,
686,Zaporizhzhia-3,Ukraine,Operational,PWR,VVER-1000/V-320,1 Apr 1982,5 Mar 1987,,950.0,,,
687,Zaporizhzhia-4,Ukraine,Operational,PWR,VVER-1000/V-320,1 Apr 1983,14 Apr 1988,,950.0,,,
688,Zaporizhzhia-5,Ukraine,Operational,PWR,VVER-1000/V-320,1 Nov 1985,27 Oct 1989,,950.0,,,
689,Zaporizhzhia-6,Ukraine,Operational,PWR,VVER-1000/V-320,1 Jun 1986,17 Sep 1996,,950.0,,,
690,Barakah-1,United Arab Emirates,Operational,PWR,APR-1400,19 Jul 2012,6 Apr 2021,,1345.0,,,
691,Barakah-2,United Arab Emirates,Operational,PWR,APR-1400,16 Apr 2013,24 Mar 2022,,1345.0,,,
692,Barakah-3,United Arab Emirates,Operational,PWR,APR-1400,24 Sep 2014,24 Feb 2023,,1345.0,,,
693,Barakah-4,United Arab Emirates,Under construction,PWR,APR-1400,30 Jul 2015,(2023),,1345.0,,,
694,Berkeley-1,United Kingdom,Decommissioned,GCR,Magnox,1 Jan 1957,12 Jun 1962,31 Mar 1989,138.0,,,
695,Berkeley-2,United Kingdom,Decommissioned,GCR,Magnox,1 Jan 1957,20 Oct 1962,26 Oct 1988,138.0,,,
696,Bradwell-1,United Kingdom,Decommissioned,GCR,Magnox,1 Jan 1957,1 Jul 1962,31 Mar 2002,123.0,,,
697,Bradwell-2,United Kingdom,Decommissioned,GCR,Magnox,1 Jan 1957,12 Nov 1962,30 Mar 2002,123.0,,,
698,Bradwell B-1,United Kingdom,Planned,PWR,Hualong One,,,,1117.0,,,
699,Bradwell B-2,United Kingdom,Planned,PWR,Hualong One,,,,1117.0,,,
