id,name,country,status,reactor_type,reactor_model,construction_start,operational_from,operational_to,capacity,last_updated,source,iaeaid
700,Calder Hall-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Aug 1953,1 Oct 1956,31 Mar 2003,49.0,,,
701,Calder Hall-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Aug 1953,1 Feb 1957,31 Mar 2003,49.0,,,
702,Calder Hall-3,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Aug 1955,1 May 1958,31 Mar 2003,49.0,,,
703,Calder Hall-4,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Aug 1955,1 Apr 1959,31 Mar 2003,49.0,,,
704,Chapelcross-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Oct 1955,1 Mar 1959,29 Jun 2004,48.0,,,
705,Chapelcross-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Oct 1955,1 Aug 1959,29 Jun 2004,48.0,,,
706,Chapelcross-3,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Oct 1955,1 Dec 1959,29 Jun 2004,48.0,,,
707,Chapelcross-4,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Oct 1955,1 Mar 1960,29 Jun 2004,48.0,,,
708,Dounreay-1,United Kingdom,Shut down/in decommissioning,SFR,DFR,1 Mar 1955,1 Oct 1962,1 Mar 1977,11.0,,,
709,Dounreay-2,United Kingdom,Shut down/in decommissioning,SFR,PFR,1 Jan 1966,1 Jul 1976,31 Mar 1994,234.0,,,
710,Dungeness A-A-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Jul 1960,28 Oct 1965,31 Dec 2006,225.0,,,
711,Dungeness A-A-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Jul 1960,30 Dec 1965,31 Dec 2006,225.0,,,
712,Dungeness B-B-1,United Kingdom,Shut down,GCR,AGR,1 Oct 1965,1 Apr 1985,7 Jun 2021,520.0,,,
713,Dungeness B-B-2,United Kingdom,Shut down,GCR,AGR,1 Oct 1965,1 Apr 1989,7 Jun 2021,520.0,,,
714,Hartlepool-1,United Kingdom,Operational,GCR,AGR,1 Oct 1968,1 Apr 1989,(2026),595.0,,,
715,Hartlepool-2,United Kingdom,Operational,GCR,AGR,1 Oct 1968,1 Apr 1989,(2026),585.0,,,
716,Heysham-A-1,United Kingdom,Operational,GCR,AGR,1 Dec 1970,1 Apr 1989,(2026),585.0,,,
717,Heysham-A-2,United Kingdom,Operational,GCR,AGR,1 Dec 1970,1 Apr 1989,(2026),575.0,,,
718,Heysham-B-1,United Kingdom,Operational,GCR,AGR,1 Aug 1980,1 Apr 1989,(2028),610.0,,,
719,Heysham-B-2,United Kingdom,Operational,GCR,AGR,1 Aug 1980,1 Apr 1989,(2028),610.0,,,
720,Hinkley Point A-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Nov 1957,30 Mar 1965,23 May 2000,235.0,,,
721,Hinkley Point A-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Nov 1957,5 May 1965,23 May 2000,235.0,,,
722,Hinkley Point B-1,United Kingdom,Shut down/in decommissioning,GCR,AGR,1 Sep 1967,2 Oct 1978,1 Aug 2022,435.0,,,
723,Hinkley Point B-2,United Kingdom,Shut down/in decommissioning,GCR,AGR,1 Sep 1967,27 Sep 1976,6 Jul 2022,435.0,,,
724,Hinkley Point C-1,United Kingdom,Under construction,PWR,EPR,11 Dec 2018,(2027),,1600.0,,,
725,Hinkley Point C-2,United Kingdom,Under construction,PWR,EPR,12 Dec 2019,(2028),,1600.0,,,
726,Hunterston A-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Oct 1957,5 Feb 1964,30 Mar 1990,150.0,,,
727,Hunterston A-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Oct 1957,1 Jul 1964,31 Dec 1989,150.0,,,
728,Hunterston B-1,United Kingdom,Shut down,GCR,AGR,1 Nov 1967,6 Feb 1976,26 Nov 2021,460.0,,,
729,Hunterston B-2,United Kingdom,Shut down,GCR,AGR,1 Nov 1967,31 Mar 1977,7 Jan 2022,460.0,,,
730,Moorside-1,United Kingdom,Planned,PWR,EPR,,,,1600.0,,,
731,Moorside-2,United Kingdom,Planned,PWR,EPR,,,,1600.0,,,
732,Oldbury-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 May 1962,31 Dec 1967,29 Feb 2012,217.0,,,
733,Oldbury-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 May 1962,30 Sep 1968,30 Jun 2011,217.0,,,
734,Sizewell A-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Apr 1961,25 Mar 1966,31 Dec 2006,210.0,,,
735,Sizewell A-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Apr 1961,15 Sep 1966,31 Dec 2006,210.0,,,
736,Sizewell B-1,United Kingdom,Operational,PWR,WH SNUPPS,18 Jul 1988,22 Sep 1995,(2035),1191.0,,,
737,Sizewell C-1,United Kingdom,Planned,PWR,EPR,(2024),,,1600.0,,,
738,Sizewell C-2,United Kingdom,Planned,PWR,EPR,,,,1600.0,,,
739,Torness-1,United Kingdom,Operational,GCR,AGR,1 Aug 1980,25 May 1988,(2028),595.0,,,
740,Torness-2,United Kingdom,Operational,GCR,AGR,1 Aug 1980,3 Feb 1989,(2028),595.0,,,
741,Trawsfynydd-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Jul 1959,24 Mar 1965,6 Feb 1991,195.0,,,
742,Trawsfynydd-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Jul 1959,24 Mar 1965,4 Feb 1991,195.0,,,
743,Winfrith-1,United Kingdom,Shut down/in decommissioning,SGHWR,SGHWR,1 May 1963,1 Jan 1968,11 Sep 1990,92.0,,,
744,Wylfa-1,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Sep 1963,1 Nov 1971,30 Dec 2015,490.0,,,
745,Wylfa-2,United Kingdom,Shut down/in decommissioning,GCR,Magnox,1 Sep 1963,3 Jan 1972,25 Apr 2012,490.0,,,
746,Arkansas Nuclear One-1,United States,Operational,PWR,B & W (DRY-Cont),1 Oct 1968,21 May 1974,,836.0,,,
747,Arkansas Nuclear One-2,United States,Operational,PWR,CE (DRY),6 Dec 1968,1 Sep 1978,,988.0,,,
748,Beaver Valley-1,United States,Operational,PWR,WH 3-loop (DRY),26 Jun 1970,2 Jul 1976,,908.0,,,
749,Beaver Valley-2,United States,Operational,PWR,WH 3-loop (DRY),3 May 1974,14 Aug 1987,,905.0,,,
750,Big Rock Point-1,United States,Dismantled,BWR,BWR-1,1 May 1960,29 Mar 1963,29 Aug 1997,67.0,,,
751,Braidwood-1,United States,Operational,PWR,WH 4-loop (DRY),1 Aug 1975,29 Jul 1988,,1194.0,,,
752,Braidwood-2,United States,Operational,PWR,WH 4-loop (DRY),1 Aug 1975,17 Oct 1988,,1160.0,,,
753,Browns Ferry-1,United States,Operational,BWR,BWR-4 (WET),1 May 1967,1 Aug 1974,,1200.0,,,
754,Browns Ferry-2,United States,Operational,BWR,BWR-4 (WET),1 May 1967,1 Mar 1975,,1200.0,,,
755,Browns Ferry-3,United States,Operational,BWR,BWR-4 (WET),1 Jul 1968,1 Mar 1977,,1210.0,,,
756,Brunswick-1,United States,Operational,BWR,BWR-4 (WET),7 Feb 1970,18 Mar 1977,,938.0,,,
757,Brunswick-2,United States,Operational,BWR,BWR-4 (WET),7 Feb 1970,3 Nov 1975,,932.0,,,
758,Byron-1,United States,Operational,PWR,WH 4-loop (DRY),1 Apr 1975,16 Sep 1985,,1164.0,,,
759,Byron-2,United States,Operational,PWR,WH 4-loop (DRY),1 Apr 1975,2 Aug 1987,,1136.0,,,
760,Callaway-1,United States,Operational,PWR,WH 4-loop (DRY),1 Sep 1975,19 Dec 1984,,1215.0,,,
761,Calvert Cliffs-1,United States,Operational,PWR,CE 2-loop (DRY),1 Jun 1968,8 May 1977,,877.0,,,
762,Calvert Cliffs-2,United States,Operational,PWR,CE 2-loop (DRY),1 Jun 1968,1 Apr 1977,,855.0,,,
763,Carbon Free Power Project-1,United States,Cancelled,PWR,NuScale,,,,77.0,,,
764,Carbon Free Power Project-2,United States,Cancelled,PWR,NuScale,,,,77.0,,,
765,Carbon Free Power Project-3,United States,Cancelled,PWR,NuScale,,,,77.0,,,
766,Carbon Free Power Project-4,United States,Cancelled,PWR,NuScale,,,,77.0,,,
767,Carbon Free Power Project-5,United States,Cancelled,PWR,NuScale,,,,77.0,,,
768,Carbon Free Power Project-6,United States,Cancelled,PWR,NuScale,,,,77.0,,,
769,Catawba-1,United States,Operational,PWR,WH 4-loop (ICECOND),1 May 1974,29 Jun 1985,,1160.0,,,
770,Catawba-2,United States,Operational,PWR,WH 4-loop (ICECOND),1 May 1974,19 Aug 1986,,1150.0,,,
771,Clinch River-1,United States,Planned,BWR,BWRX-300,,,,180.0,,,
772,Clinton-1,United States,Operational,BWR,BWR-6 (WET),1 Oct 1975,24 Nov 1987,,1062.0,,,
773,Columbia-1,United States,Operational,BWR,BWR-5 (WET),1 Aug 1972,13 Dec 1984,,1131.0,,,
774,Comanche Peak-1,United States,Operational,PWR,WH 4-loop (DRY),19 Dec 1974,13 Aug 1990,,1205.0,,,
775,Comanche Peak-2,United States,Operational,PWR,WH 4-loop (DRY),19 Dec 1974,3 Aug 1993,,1195.0,,,
776,Connecticut Yankee-1,United States,Dismantled,PWR,WH (DRY),1 May 1964,1 Jan 1968,5 Dec 1996,582.0,,,
777,Cooper-1,United States,Operational,BWR,BWR-4 (WET),1 Jun 1968,1 Jul 1974,,769.0,,,
778,Crystal River 3-1,United States,Shut down/in decommissioning,PWR,B & W (DRY),25 Sep 1968,13 Mar 1977,5 Feb 2013,860.0,,,
779,Davis-Besse-1,United States,Operational,PWR,B & W (DRY),1 Sep 1970,31 Jul 1978,,894.0,,,
780,Diablo Canyon-1,United States,Operational,PWR,WH 4-Loop (DRY),23 Apr 1968,7 May 1985,,1138.0,,,
781,Diablo Canyon-2,United States,Operational,PWR,WH 4-Loop (DRY),9 Dec 1970,13 Mar 1986,,1118.0,,,
782,Donald C. Cook-1,United States,Operational,PWR,WH 4-Loop (ICECOND),25 Mar 1969,27 Aug 1975,,1020.0,,,
783,Donald C. Cook-2,United States,Operational,PWR,WH 4-Loop (ICECOND),25 Mar 1969,1 Jul 1978,,1090.0,,,
784,Dresden-1,United States,Shut down,BWR,BWR-1,1 May 1956,4 Jul 1960,31 Oct 1978,197.0,,,
785,Dresden-2,United States,Operational,BWR,BWR-3 (WET),10 Jan 1966,9 Jun 1970,,894.0,,,
786,Dresden-3,United States,Operational,BWR,BWR-3 (WET),14 Oct 1966,16 Nov 1971,,879.0,,,
787,Duane Arnold-1,United States,Shut down,BWR,BWR-4 (WET),22 May 1970,1 Feb 1975,10 Aug 2020,601.0,,,
788,Edwin I. Hatch-1,United States,Operational,BWR,BWR-4 (WET),30 Sep 1968,31 Dec 1975,,924.0,,,
789,Edwin I. Hatch-2,United States,Operational,BWR,BWR-4 (WET),1 Feb 1972,5 Sep 1979,,924.0,,,
790,Elk River-1,United States,Dismantled,BWR,,1 Jan 1959,1 Jul 1964,1 Feb 1968,22.0,,,
791,Fermi-1,United States,Shut down,FBR,Prototype,8 Aug 1956,7 Aug 1966,29 Nov 1972,61.0,,,
792,Fermi-2,United States,Operational,BWR,BWR-4 (WET),26 Sep 1972,23 Jan 1988,,1115.0,,,
793,Fort Calhoun-1,United States,Shut down,PWR,CE 2-loop (WET),7 Jun 1968,9 Aug 1973,24 Oct 2016,482.0,,,
794,Fort St. Vrain-1,United States,Shut down,HTGR,General Atomics,1 Sep 1968,1 Jul 1979,29 Aug 1989,330.0,,,
795,Ginna-1,United States,Operational,PWR,WH 2-loop (DRY),25 Apr 1966,1 Jun 1970,,560.0,,,
796,Grand Gulf-1,United States,Operational,BWR,BWR-6 (WET),4 May 1974,1 Jul 1985,,1401.0,,,
797,H. B. Robinson-1,United States,Operational,PWR,WH 3-loop (DRY),13 Apr 1967,7 Mar 1971,,735.0,,,
798,Hallam-1,United States,Dismantled,SGR,Atomics International,1 Jan 1959,1 Nov 1963,1 Sep 1969,75.0,,,
799,Hartsville-A1,United States,Unfinished,BWR,BWR-6,23 May 1975,,29 Aug 1984,1285.0,,,
800,Hartsville-A2,United States,Unfinished,BWR,BWR-6,23 May 1975,,29 Aug 1984,1285.0,,,
801,Hartsville-B1,United States,Unfinished,BWR,BWR-6,23 May 1975,,22 Mar 1983,1285.0,,,
802,Hartsville-B2,United States,Unfinished,BWR,BWR-6,23 May 1975,,22 Mar 1983,1285.0,,,
803,Hope Creek-1,United States,Operational,BWR,BWR-4 (WET),1 Mar 1976,20 Dec 1986,,1172.0,,,
804,Humboldt Bay-1,United States,Dismantled,BWR,BWR-1,1 Nov 1960,1 Aug 1963,2 Jul 1976,63.0,,,
805,Indian Point-1,United States,Shut down,PWR,,1 May 1956,1 Oct 1962,31 Oct 1974,257.0,,,
806,Indian Point-2,United States,Shut down,PWR,WH 4-loop (DRY),14 Oct 1966,1 Aug 1974,30 Apr 2020,998.0,,,
807,Indian Point-3,United States,Shut down,PWR,WH 4-loop (DRY),1 Nov 1968,30 Aug 1976,30 Apr 2021,1030.0,,,
808,James A. FitzPatrick-1,United States,Operational,BWR,BWR-4 (WET),1 Sep 1968,28 Jul 1975,,813.0,,,
809,Joseph M. Farley-1,United States,Operational,PWR,WH 3-Loop (DRY),1 Oct 1970,1 Dec 1977,,874.0,,,
810,Joseph M. Farley-2,United States,Operational,PWR,WH 3-Loop (DRY),1 Oct 1970,30 Jul 1981,,883.0,,,
811,Kemmerer-1,United States,Planned,SFR,Natrium,,,,345.0,,,
812,Kewaunee-1,United States,Shut down,PWR,WH 2-loop (DRY),6 Aug 1968,16 Jun 1974,7 May 2013,566.0,,,
813,La Crosse-1,United States,Dismantled,BWR,BWR-1,1 Mar 1963,7 Nov 1969,30 Apr 1987,48.0,,,
814,LaSalle County-1,United States,Operational,BWR,BWR-5 (WET),10 Sep 1973,1 Jan 1984,,1137.0,,,
815,LaSalle County-2,United States,Operational,BWR,BWR-5 (WET),10 Sep 1973,19 Oct 1984,,1140.0,,,
816,Limerick-1,United States,Operational,BWR,BWR-5 (WET),19 Jun 1974,1 Feb 1986,,1134.0,,,
817,Limerick-2,United States,Operational,BWR,BWR-5 (WET),19 Jun 1974,8 Jan 1990,,1134.0,,,
818,Maine Yankee-1,United States,Dismantled,PWR,WH (DRY),1 Oct 1968,28 Dec 1972,1 Aug 1997,860.0,,,
819,Marble Hill-1,United States,Unfinished,PWR,WH (DRY),1 Aug 1977,,10 Jan 1984,1130.0,,,
820,McGuire-1,United States,Operational,PWR,WH 4-Loop (ICECOND),1 Apr 1971,1 Dec 1981,,1158.0,,,
821,McGuire-2,United States,Operational,PWR,WH 4-Loop (ICECOND),1 Apr 1971,1 Mar 1984,,1158.0,,,
822,Millstone-1,United States,Shut down,BWR,BWR-3 (WET),1 May 1966,28 Dec 1970,21 Jul 1998,641.0,,,
823,Millstone-2,United States,Operational,PWR,CE 2-loop (DRY),1 Nov 1969,26 Dec 1975,,869.0,,,
824,Millstone-3,United States,Operational,PWR,WH 4-Loop (DRY),9 Aug 1974,23 Apr 1986,,1210.0,,,
825,Monticello-1,United States,Operational,BWR,BWR-3 (WET),19 Jun 1967,30 Jun 1971,,628.0,,,
826,Nine Mile Point-1,United States,Operational,BWR,BWR-2 (WET),12 Apr 1965,1 Dec 1969,,613.0,,,
827,Nine Mile Point-2,United States,Operational,BWR,BWR-5 (WET),1 Aug 1975,11 Mar 1988,,1277.0,,,
828,North Anna-1,United States,Operational,PWR,WH 3-Loop (DRY),19 Feb 1971,6 Jun 1978,,948.0,,,
829,North Anna-2,United States,Operational,PWR,WH 3-Loop (DRY),19 Feb 1971,14 Dec 1980,,944.0,,,
830,Oconee-1,United States,Operational,PWR,B & W (DRY),6 Nov 1967,15 Jul 1973,,847.0,,,
831,Oconee-2,United States,Operational,PWR,B & W (DRY),6 Nov 1967,9 Sep 1974,,848.0,,,
832,Oconee-3,United States,Operational,PWR,B & W (DRY),6 Nov 1967,16 Dec 1974,,859.0,,,
833,Oyster Creek-1,United States,Shut down,BWR,BWR-2 (WET),15 Dec 1964,23 Dec 1969,17 Sep 2018,619.0,,,
834,Palisades-1,United States,Shut down,PWR,CE 2-loop (DRY),14 Mar 1967,31 Dec 1971,20 May 2022,805.0,,,
835,Palo Verde-1,United States,Operational,PWR,CE80 2-loop (DRY),25 May 1976,28 Jan 1986,,1311.0,,,
836,Palo Verde-2,United States,Operational,PWR,CE80 2-loop (DRY),1 Jun 1976,19 Sep 1986,,1314.0,,,
837,Palo Verde-3,United States,Operational,PWR,CE80 2-loop (DRY),1 Jun 1976,8 Jan 1988,,1312.0,,,
838,Parr-1,United States,Dismantled,PHWR,CVTR,1 Jan 1960,18 Dec 1963,10 Jan 1967,17.0,,,
839,Pathfinder-1,United States,Dismantled,BWR,BWR-1,1 Jan 1959,1 Aug 1966,1 Oct 1967,59.0,,,
840,Peach Bottom-1,United States,Shut down,GCR,Prototype,1 Feb 1962,1 Jun 1966,1 Nov 1974,40.0,,,
841,Peach Bottom-2,United States,Operational,BWR,BWR-4 (WET),31 Jan 1968,5 Jul 1974,,1300.0,,,
842,Peach Bottom-3,United States,Operational,BWR,BWR-4 (WET),31 Jan 1968,23 Dec 1974,,1331.0,,,
843,Perry-1,United States,Operational,BWR,BWR-6 (WET),1 Oct 1974,18 Nov 1987,,1240.0,,,
844,Pilgrim-1,United States,Shut down,BWR,BWR-3 (WET),26 Aug 1968,9 Dec 1972,31 May 2019,677.0,,,
845,Piqua-1,United States,Decommissioned,OCR,Atomics International,1 Jan 1960,1 Nov 1963,1 Jan 1966,12.0,,,
846,Point Beach-1,United States,Operational,PWR,WH 2-loop (DRY),19 Jul 1967,21 Dec 1970,,591.0,,,
847,Point Beach-2,United States,Operational,PWR,WH 2-loop (DRY),25 Jul 1968,1 Oct 1972,,591.0,,,
848,Prairie Island-1,United States,Operational,PWR,WH 2-loop (DRY),25 Jun 1968,16 Dec 1973,,522.0,,,
849,Prairie Island-2,United States,Operational,PWR,WH 2-loop (DRY),25 Jun 1969,21 Dec 1974,,519.0,,,
850,Quad Cities-1,United States,Operational,BWR,BWR-4 (WET),15 Feb 1967,18 Feb 1973,,908.0,,,
851,Quad Cities-2,United States,Operational,BWR,BWR-4 (WET),15 Feb 1967,10 Mar 1973,,911.0,,,
852,Rancho Seco-1,United States,Decommissioned,PWR,WH (DRY),1 Apr 1969,17 Apr 1975,23 Jun 1989,873.0,,,
853,River Bend-1,United States,Operational,BWR,BWR-6 (WET),25 Mar 1977,16 Jun 1986,,967.0,,,
854,Salem-1,United States,Operational,PWR,WH 4-loop (DRY),25 Sep 1968,30 Jun 1977,,1169.0,,,
855,Salem-2,United States,Operational,PWR,WH 4-loop (DRY),25 Sep 1968,31 Oct 1981,,1158.0,,,
856,San Onofre-1,United States,Dismantled,PWR,WH (DRY),16 Jul 1964,1 Jan 1968,30 Nov 1992,436.0,,,
857,San Onofre-2,United States,Shut down/in decommissioning,PWR,CE (DRY),1 Mar 1974,8 Aug 1983,7 Jun 2013,1070.0,,,
858,San Onofre-3,United States,Shut down/in decommissioning,PWR,CE (DRY),1 Mar 1974,1 Apr 1984,7 Jun 2013,1180.0,,,
859,Saxton-1,United States,Decommissioned,PWR,,1 Jan 1960,Nov 1961,May 1972,3.0,,,
860,Seabrook Station-1,United States,Operational,PWR,WH 4-Loop (DRY),7 Jul 1976,15 Mar 1990,,1246.0,,,
861,Sequoyah-1,United States,Operational,PWR,WH 4-Loop (ICECOND),27 May 1970,1 Jul 1981,,1152.0,,,
862,Sequoyah-2,United States,Operational,PWR,WH 4-Loop (ICECOND),27 May 1970,1 Jun 1982,,1139.0,,,
863,Shearon Harris-1,United States,Operational,PWR,WH 3-Loop (DRY),28 Jan 1978,2 May 1987,,964.0,,,
864,Shippingport-1,United States,Dismantled,PWR,WH,6 Sep 1954,26 May 1958,Dec 1989,60.0,,,
865,Shoreham-1,United States,Shut down,BWR,GE,1 Nov 1972,1 Aug 1986,1 May 1989,820.0,,,
866,SRE-1,United States,Decommissioned,FBR,,1954,12 Jul 1957,15 Feb 1964,6.5,,,
867,South Texas-1,United States,Operational,PWR,WH 4-loop (DRY),22 Dec 1975,25 Aug 1988,,1280.0,,,
868,South Texas-2,United States,Operational,PWR,WH 4-loop (DRY),22 Dec 1975,19 Jun 1989,,1280.0,,,
869,St. Lucie-1,United States,Operational,PWR,CE (DRY),1 Jul 1970,1 Mar 1976,,981.0,,,
870,St. Lucie-2,United States,Operational,PWR,CE (DRY),2 Jun 1977,10 Jun 1983,,987.0,,,
871,Surry-1,United States,Operational,PWR,WH 3-loop (DRY),25 Jun 1968,22 Dec 1972,,838.0,,,
872,Surry-2,United States,Operational,PWR,WH 3-loop (DRY),25 Jun 1968,1 May 1973,,838.0,,,
873,Susquehanna-1,United States,Operational,BWR,BWR-5 (WET),2 Nov 1973,12 Nov 1982,,1257.0,,,
874,Susquehanna-2,United States,Operational,BWR,BWR-5 (WET),2 Nov 1973,27 Jun 1984,,1257.0,,,
875,Three Mile Island-1,United States,Shut down,PWR,B & W (DRY),18 May 1968,2 Sep 1974,20 Sep 2019,819.0,,,
876,Three Mile Island-2,United States,Core melt,PWR,B & W (DRY),1 Nov 1969,30 Dec 1978,28 Mar 1979,880.0,,,
877,Trojan-1,United States,Dismantled,PWR,WH (DRY),1 Feb 1970,20 May 1976,9 Nov 1992,1095.0,,,
878,Turkey Point-1,United States,Operational,PWR,WH 3-loop (DRY),27 Apr 1967,14 Dec 1972,,837.0,,,
879,Turkey Point-2,United States,Operational,PWR,WH 3-loop (DRY),27 Apr 1967,7 Sep 1973,,821.0,,,
880,Turkey Point-3,United States,Planned,PWR,AP1000,,,,1100.0,,,
881,Turkey Point-4,United States,Planned,PWR,AP1000,,,,1100.0,,,
882,Vallecitos-1,United States,Shut down,BWR,BWR-1,1 Jan 1956,19 Oct 1957,9 Dec 1963,25.0,,,
883,Vermont Yankee-1,United States,Shut down,BWR,BWR-4 (WET),11 Dec 1967,30 Nov 1972,29 Dec 2014,605.0,,,
884,Virgil C. Summer-1,United States,Operational,PWR,WH 3-Loop (DRY),21 Mar 1973,1 Jan 1984,,1000.0,,,
885,Vogtle-1,United States,Operational,PWR,WH 4-Loop (DRY),1 Aug 1976,1 Jun 1987,,1150.0,,,
886,Vogtle-2,United States,Operational,PWR,WH 4-Loop (DRY),1 Aug 1976,20 May 1989,,1152.0,,,
887,Vogtle-3,United States,Operational,PWR,AP1000,12 Mar 2013,31 Jul 2023,,1117.0,,,
888,Vogtle-4,United States,Under construction,PWR,AP1000,19 Nov 2013,(2023),,1117.0,,,
889,Waterford-1,United States,Operational,PWR,CE 2-loop (DRY),14 Nov 1974,24 Sep 1985,,1168.0,,,
890,Watts Bar-1,United States,Operational,PWR,WH 4-Loop (ICECOND),20 Jul 1973,27 May 1996,,1157.0,,,
891,Watts Bar-2,United States,Operational,PWR,WH 4-Loop (ICECOND),1 Sep 1973,4 Jun 2016,,1164.0,,,
892,Wolf Creek-1,United States,Operational,PWR,WH 4-Loop (DRY),31 May 1977,3 Sep 1985,,1200.0,,,
893,Yankee Rowe-1,United States,Dismantled,PWR,WH (DRY),1 Nov 1957,1 Jul 1961,1 Oct 1991,167.0,,,
894,Zion-1,United States,Dismantled,PWR,WH (DRY),1 Dec 1968,31 Dec 1973,13 Feb 1998,1040.0,,,
895,Zion-2,United States,Dismantled,PWR,WH (DRY),1 Dec 1968,17 Sep 1974,13 Feb 1998,1040.0,,,
896,Plant in the Jizzakh Region-1,Uzbekistan,Planned,PWR,VVER-1200,,,,1200.0,,,
897,-2,Uzbekistan,Planned,PWR,VVER-1200,,,,1200.0,,,
